SUBJ,CRS #,SEC #,CALL #,SEM HRS,TITLE,DAYS,START TIME,END TIME,BLDG & ROOM #,FACULTY,REMARKS,SECTION TYPE,MODALITY,SESSION,SESS BEGIN,SESS END
NURS,214,1,31909,1,NURSING SEMINAR,M,0115PM,0230PM,GTMH 301,PEVETO S,,,Face to face,,3/13/2024,5/24/2024
NURS,216,1,31910,7,NURSING PRACTICUM,M,0800AM,1200PM,GTMH 301,BLAKE D,KILLINS B,,Face to face,,3/13/2024,5/24/2024
PHYS,104,1,31918,1,INTRODUCTORY PHYSICS,MW,0200PM,0315PM,IESB 302,WOBISCH M,,,Face to face,,3/13/2024,5/24/2024
PHYS,201,1,31921,3,PHYSICS FOR ENGR AND SCI I,MWF,0800AM,0915AM,IESB 308,BEMINIWATTHA R,,,Face to face,,3/13/2024,5/24/2024
PHYS,201,2,31922,3,PHYSICS FOR ENGR AND SCI I,MWF,1230PM,0145PM,IESB 308,STROUD A,,,Face to face,,3/13/2024,5/24/2024
PHYS,201,3,31923,3,PHYSICS FOR ENGR AND SCI I,TR,1000AM,1150AM,IESB 308,STROUD A,,,Face to face,,3/13/2024,5/24/2024
PHYS,202,1,31926,3,PHYSICS FOR ENGR AND SCI II,MWF,0200PM,0315PM,IESB 308,QUIGLEY S,,,Face to face,,3/13/2024,5/24/2024
PHYS,202,2,31927,3,PHYSICS FOR ENGR AND SCI II,TR,0800AM,0950AM,IESB 308,QUIGLEY S,,,Face to face,,3/13/2024,5/24/2024
PHYS,205,1,31929,3,CONCEPTUAL PHYSICS I,MWF,0930AM,1045AM,IESB 308,WOBISCH M,,,Face to face,,3/13/2024,5/24/2024
PHYS,206,1,31934,3,CONCEPTUAL PHYSICS II,MWF,0930AM,1045AM,CTLH 227,SHAW J,,,Face to face,,3/13/2024,5/24/2024
PHYS,209,1,31941,3,GENERAL PHYSICS I,MWF,0330PM,0445PM,IESB 308,WELLS S,,,Face to face,,3/13/2024,5/24/2024
PHYS,209,2,31942,3,GENERAL PHYSICS I,TR,1200PM,0150PM,IESB 308,SUN R,,,Face to face,,3/13/2024,5/24/2024
PHYS,210,1,31944,3,GENERAL PHYSICS II,MWF,1100AM,1215PM,IESB 308,BISHOP T,,,Face to face,,3/13/2024,5/24/2024
PHYS,210,2,31945,3,GENERAL PHYSICS II,TR,0200PM,0350PM,IESB 308,STROUD A,,,Face to face,,3/13/2024,5/24/2024
PHYS,261,1,31951,1,GENERAL PHYSICS LABORATORY,M,0200PM,0630PM,IESB 301,WAIDYAWANSA B,,,Face to face,,3/13/2024,5/24/2024
PHYS,261,2,31952,1,GENERAL PHYSICS LABORATORY,T,0200PM,0630PM,IESB 301,WAIDYAWANSA B,,,Face to face,,3/13/2024,5/24/2024
PHYS,261,3,31953,1,GENERAL PHYSICS LABORATORY,W,0200PM,0630PM,IESB 301,STAFF T,,,Face to face,,3/13/2024,5/24/2024
PHYS,261,4,31954,1,GENERAL PHYSICS LABORATORY,R,0200PM,0630PM,IESB 301,WAIDYAWANSA B,,,Face to face,,3/13/2024,5/24/2024
PHYS,261,5,31955,1,GENERAL PHYSICS LABORATORY,F,0200PM,0630PM,IESB 301,STAFF T,,,Face to face,,3/13/2024,5/24/2024
PHYS,262,1,31956,1,GENERAL PHYSICS LABORATORY,M,0230PM,0700PM,IESB 305,WAIDYAWANSA B,,,Face to face,,3/13/2024,5/24/2024
PHYS,262,2,31957,1,GENERAL PHYSICS LABORATORY,T,0230PM,0700PM,IESB 305,WAIDYAWANSA B,,,Face to face,,3/13/2024,5/24/2024
PHYS,262,3,31958,1,GENERAL PHYSICS LABORATORY,W,0230PM,0700PM,IESB 305,STAFF T,,,Face to face,,3/13/2024,5/24/2024
PHYS,262,4,31959,1,GENERAL PHYSICS LABORATORY,R,0230PM,0700PM,IESB 305,WAIDYAWANSA B,,,Face to face,,3/13/2024,5/24/2024
PHYS,262,5,31960,1,GENERAL PHYSICS LABORATORY,F,0230PM,0700PM,IESB 305,STAFF T,,,Face to face,,3/13/2024,5/24/2024
PHYS,304,1,32316,3,PHYSICAL OPTICS,TR,1000AM,1150AM,IESB 302,DEROSA P,,,Not specified,,3/13/2024,5/24/2024
PHYS,320,1,32317,1,OPTICS LABORATORY I,R,0200PM,0630PM,IESB 306,DEROSA P,,,Face to face,,3/13/2024,5/24/2024
PHYS,405,1,32318,2,APP ELECTRONICS&ELECTROMAGNETISM,W,0200PM,0315PM,IESB 304,BEMINIWATTHA R,,,Face to face,,3/13/2024,5/24/2024
PHYS,407,1,32319,3,ELECTRICITY & MAGNETISM,TR,0800AM,0950AM,IESB 302,GENOV D,,,Face to face,,3/13/2024,5/24/2024
PHYS,424,1,31962,3,QUANTUM MECHANICS,MWF,1100AM,1215PM,IESB 302,SAWYER H,XLS CHEM424,,Face to face,,3/13/2024,5/24/2024
PHYS,430,1,31964,3,INTRODUCTION TO MEDICAL PHYSICS,MWF,1230PM,0145PM,IESB 302,SIMICEVIC N,,,Face to face,,3/13/2024,5/24/2024
PHYS,435A,1,31965,1,UNDERGRAD PHYSICS RESEARCH,TBA,,,,SAWYER H,,,Face to face,,3/13/2024,5/24/2024
PHYS,435B,1,31966,2,UNDERGRAD PHYSICS RESEARCH,TBA,,,,SAWYER H,,,Face to face,,3/13/2024,5/24/2024
PHYS,470A,1,31967,1,SEMINAR,R,0330PM,0530PM,CTLH 322,SIMICEVIC N,,,Face to face,,3/13/2024,5/24/2024
PHYS,470C,1,32320,3,RADIATION PHYSICS,MWF,0930AM,1045AM,IESB 302,SIMICEVIC N,,,Face to face,,3/13/2024,5/24/2024
PHYS,511,1,32321,3,ELECTROMAGNETIC THEORY,TR,1200PM,0150PM,IESB 302,GENOV D,XLS MSNT511-004,,Face to face,,3/13/2024,5/24/2024
PHYS,549,1,31969,3,PHYSICS RESEARCH & REPORTING,TBA,,,,SAWYER H,,,Face to face,,3/13/2024,5/24/2024
PHYS,551C,1,31970,3,MS THESIS IN APPLIED PHYSICS,,,,,SAWYER H,,,Face to face,,3/13/2024,5/24/2024
PHYS,551F,1,31971,6,MS THESIS IN APPLIED PHYSICS,,,,,SAWYER H,,,Face to face,,3/13/2024,5/24/2024
PLSC,101,1,32477,3,INTRODUCTION TO PLANT SCIENCE,TR,1000AM,1150AM,LOMH 7,JACKSON D,,,Face to face,,3/13/2024,5/24/2024
PLSC,211,1,31972,3,FORAGE CROPS & PASTURE MGT,TR,0800AM,0915AM,LOMH 7,HYDE M,,,Face to face,,3/13/2024,5/24/2024
PLSC,284,1,32478,3,LANDSCAPE PLANTS,MW,0930AM,1045AM,REEH 206,JACKSON D,,,Face to face,,3/13/2024,5/24/2024
PLSC,310,1,31974,3,SOIL SCIENCE,MWF,1100AM,1215PM,REEH 206,PATTERSON W,XLIST ENSC310,,Face to face,,3/13/2024,5/24/2024
PLSC,311,1,31975,1,SOIL SCIENCE LAB,M,0200PM,0500PM,REEH 203,PATTERSON W,XLIST ENSC311,,Face to face,,3/13/2024,5/24/2024
PLSC,400A,1,31976,1,SPECIAL PROBLEMS,TBA,,,REEH 124,JACKSON D,,,Face to face,,3/13/2024,5/24/2024
PLSC,400B,1,31977,2,SPECIAL PROBLEMS,TBA,,,,JACKSON D,,,Face to face,,3/13/2024,5/24/2024
PLSC,400C,1,31978,3,SPECIAL PROBLEMS,TBA,,,REEH 124,JACKSON D,,,Face to face,,3/13/2024,5/24/2024
POLS,201,1,31980,3,NATIONAL GOVERNMENT IN THE U.S.,TR,1000AM,1150AM,GTMH 105,POKU-AGYEMANG K,,,Face to face,,3/13/2024,5/24/2024
POLS,220,1,31982,3,LEGISLATION IN THE US: FED & ST,TR,1000AM,1150AM,GTMH 129,PIGG J,,,Face to face,,3/13/2024,5/24/2024
POLS,340,1,32511,3,"RACE,CLASS,GENDER IN POLITICS",MWF,1100AM,1215PM,GTMH 129,PIGG J,,,Face to face,,3/13/2024,5/24/2024
POLS,350,1,32512,3,INTERNATIONAL RELATIONS,TR,0200PM,0350PM,GTMH 133,POKU-AGYEMANG K,,,Face to face,,3/13/2024,5/24/2024
POLS,427,1,31984,3,AMERICAN CONSTITUTIONAL LAW II,MWF,0930AM,1045AM,GTMH 133,PIGG J,,,Face to face,,3/13/2024,5/24/2024
PRAV,101,1,31987,3,PRIVATE PILOT GROUND I,TR,1200PM,0150PM,DAVH 310,LYONS J,PRAV/AVMG ONLY,,Face to face,,3/13/2024,5/24/2024
PRAV,110,1,31989,1,PRIVATE PILOT FLIGHT I,TBA,,,RSN TBA,STATEN J,,,Face to face,,3/13/2024,5/24/2024
PRAV,111,1,31990,1,PRIVATE PILOT FLIGHT II,TBA,,,,STATEN J,,,Face to face,,3/13/2024,5/24/2024
PRAV,223,1,31992,3,FIXED BASE OPERATIONS,TR,1200PM,0150PM,DAVH 305,RANDALL K,PRAV/AVMG ONLY,,Face to face,,3/13/2024,5/24/2024
PRAV,240,1,31994,3,INSTRUMENT PILOT GROUND I,TR,0200PM,0350PM,DAVH 310,LYONS J,PRAV/AVMG,,Face to face,,3/13/2024,5/24/2024
PRAV,242,1,31995,1,INSTRUMENT PILOT FLIGHT I,TBA,,,RSN TBA,STATEN J,,,Face to face,,3/13/2024,5/24/2024
PRAV,243,1,31996,1,INSTRUMENT PILOT FLIGHT II,TBA,,,RSN TBA,STATEN J,,,Face to face,,3/13/2024,5/24/2024
PRAV,303,1,31997,3,AERODYNAMICS,MWF,0200PM,0315PM,DAVH 310,PEARSON J,PRAV/AVMG ONLY,,Face to face,,3/13/2024,5/24/2024
PRAV,315,1,31998,3,AIRPORT PLANNING & MANAGEMENT,TR,1000AM,1150AM,DAVH 305,RANDALL K,PRAV/AVMG ONLY,,Face to face,,3/13/2024,5/24/2024
PRAV,340,1,32001,3,COMMERCIAL PILOT GROUND I,MWF,1230PM,0145PM,DAVH 310,PEARSON J,PRAV/AVMG ONLY,,Face to face,,3/13/2024,5/24/2024
PRAV,342,1,32002,1,COMMERCIAL PILOT FLIGHT I,TBA,,,RSN TBA,STATEN J,,,Face to face,,3/13/2024,5/24/2024
PRAV,343,1,32003,1,COMMERCIAL PILOT FLIGHT II,TBA,,,RSN TBA,STATEN J,,,Face to face,,3/13/2024,5/24/2024
PRAV,344,1,32004,1,COMMERCIAL PILOT FLIGHT III,TBA,,,RSN TBA,STATEN J,,,Face to face,,3/13/2024,5/24/2024
PRAV,400,1,32005,2,MULTI-ENGINE GROUND,MW,0800AM,0915AM,DAVH 305,STATEN J,PRAV/AVMG ONLY,,Face to face,,3/13/2024,5/24/2024
PRAV,411,1,32007,1,INSTRUCTOR PILOT FLIGHT,TBA,,,RSN TBA,STATEN J,,,Face to face,,3/13/2024,5/24/2024
PRAV,414,1,32008,3,FLIGHT INSTRUCTOR GROUND,TR,1000AM,1150AM,DAVH 310,PEARSON J,PRAV/AVMG ONLY,,Face to face,,3/13/2024,5/24/2024
PRAV,440,1,32009,3,AIRLINE ECONOMICS & MANAGEMENT,MWF,1100AM,1215PM,DAVH 305,RANDALL K,PRAV/AVMG ONLY,,Face to face,,3/13/2024,5/24/2024
PRAV,490,1,32010,3,GOVERNMENT ROLE IN AVIATION,MWF,0800AM,0915AM,DAVH 310,MONTGOMERY M,PRAV/AVMG ONLY,,Face to face,,3/13/2024,5/24/2024
PRAV,495,1,32293,3,AVIATION PROFESSIONALISM,TR,0800AM,0950AM,DAVH 310,MONTGOMERY M,,,Face to face,,3/13/2024,5/24/2024
PRAV,496C,99,32011,3,INTERNSHIP IN AVIATION,TBA,,,,MONTGOMERY M,,,Face to face,,3/13/2024,5/24/2024
PRAV,496F,99,32012,6,INTERNSHIP IN AVIATION,TBA,,,,MONTGOMERY M,,,Face to face,,3/13/2024,5/24/2024
PRAV,496I,99,32013,9,INTERNSHIP IN AVIATION,TBA,,,,MONTGOMERY M,,,Face to face,,3/13/2024,5/24/2024
PRAV,496L,99,32014,12,INTERNSHIP IN AVIATION,TBA,,,,MONTGOMERY M,,,Face to face,,3/13/2024,5/24/2024
PRAV,498,1,32016,3,INDEPENDENT STUDY,TBA,,,,MONTGOMERY M,,,Face to face,,3/13/2024,5/24/2024
PSYC,102,1,32017,3,GENERAL PSYCHOLOGY,MWF,0930AM,1045AM,GTMH 135,LOZANO M,,,Face to face,,3/13/2024,5/24/2024
PSYC,102,2,32019,3,GENERAL PSYCHOLOGY,TR,0800AM,0950AM,WOOH 100A,CALDWELL B,,,Face to face,,3/13/2024,5/24/2024
PSYC,102,3,32018,3,GENERAL PSYCHOLOGY,TR,1000AM,1150AM,WOOH 100A,ANTHONEY S,,,Face to face,,3/13/2024,5/24/2024
PSYC,202,1,32032,3,ADVANCED GENERAL PSYCHOLOGY,MWF,0930AM,1045AM,WOOH 201,STAFF T,,,Face to face,,3/13/2024,5/24/2024
PSYC,202,2,32031,3,ADVANCED GENERAL PSYCHOLOGY,TR,1000AM,1150AM,WOOH 201,BOONE L,,,Face to face,,3/13/2024,5/24/2024
PSYC,206,1,32033,3,ADOLESCENT PSYCHOLOGY,TR,1000AM,1150AM,DAVH 213,TYLER J,,,Face to face,,3/13/2024,5/24/2024
PSYC,208,1,32035,3,DEVELOPMENTAL PSYCHOLOGY,MWF,0930AM,1045AM,DAVH 107,MENDOZA J,,,Face to face,,3/13/2024,5/24/2024
PSYC,218,1,32037,3,FUNDAMENTALS OF ABNORMAL PSYC,TR,1000AM,1150AM,WOOH 215,CRAIG E,,,Face to face,,3/13/2024,5/24/2024
PSYC,300,1,32038,3,STAT METHODS IN SOCIAL SCIENCES,TR,1000AM,1150AM,WOOH 206,BLANKENSHIP J,,,Face to face,,3/13/2024,5/24/2024
PSYC,300,2,32039,3,STAT METHODS IN SOCIAL SCIENCES,TR,0800AM,0950AM,WOOH 215,GERDING C,,,Face to face,,3/13/2024,5/24/2024
PSYC,300,3,32040,3,STAT METHODS IN SOCIAL SCIENCES,MWF,0930AM,1045AM,WOOH 218,STAFF T,,,Face to face,,3/13/2024,5/24/2024
PSYC,300,4,32635,3,STAT METHODS IN SOCIAL SCIENCES,MWF,1100AM,1215PM,WOOH 218,RUSK D,,,Face to face,,3/13/2024,5/24/2024
PSYC,301,1,32041,3,FIELDS OF PSYCHOLOGY,TR,1200PM,0150PM,WOOH 201,WALCZYK J,,,Face to face,,3/13/2024,5/24/2024
PSYC,304,1,32042,3,SOCIAL PSYCHOLOGY,MWF,0930AM,1045AM,WOOH 100A,IGOU F,,,Face to face,,3/13/2024,5/24/2024
PSYC,310,51,32043,3,PSYCHOLOGY OF PERSONALITY,TR,0400PM,0550PM,WOOH 207,CURTIS S,,,Face to face,,3/13/2024,5/24/2024
PSYC,320,1,32045,3,LEARNING AND COGNITION,TR,1000AM,1150AM,DAVH 113,MENNIE K,,,Face to face,,3/13/2024,5/24/2024
PSYC,321,51,32046,3,PSYCHOLOGICAL TESTING,W,0530PM,0915PM,WOOH 207,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,415,1,32050,3,RESEARCH DESIGN & STATISTICS II,TR,0200PM,0350PM,WOOH 127,MENNIE K,,,Face to face,,3/13/2024,5/24/2024
PSYC,521,51,32064,3,JOB ANALYSIS & PERFORMANCE APPRL,T,0530PM,0915PM,WOOH 110,IGOU F,,,Face to face,,3/13/2024,5/24/2024
PSYC,585,1,32069,0,COMP EXAM IN IND/ORG PSYCHOLOGY,TBA,,,,IGOU F,,,Face to face,,3/13/2024,5/24/2024
PSYC,600,1,32071,1,ISSUES IN ACAD PSYCH & TCHNG,R,1230PM,0130PM,WOOH 205,MENNIE K,,,Face to face,,3/13/2024,5/24/2024
PSYC,600,2,32072,1,ISSUES IN ACAD PSYCH & TCHNG,W,1200AM,0100PM,WOOH 205,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,600,3,32410,1,ISSUES IN ACAD PSYCH & TCHNG,R,1200PM,0100PM,WOOH 216,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,602,1,32572,3,PHYSIOLOGICAL PSYCHOLOGY,R,0100PM,0445PM,WOOH 216,JACOB J,,,Face to face,,3/13/2024,5/24/2024
PSYC,607,1,32073,3,FUNDAMENTALS PSYCHOPHARMACOLOGY,W,0100PM,0445PM,WOOH 206,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,616,1,32075,3,INTELLECTUAL ASSESSMENT,T,0100PM,0445PM,WOOH 205,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,624A,1,32076,1,COUNSELING PSYCHOLOGY INTERNSHIP,TBA,,,,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,624B,1,32077,2,COUNSELING PSYCHOLOGY INTERNSHIP,TBA,,,,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,624C,1,32078,3,COUNSELING PSYCHOLOGY INTERNSHIP,TBA,,,,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,626,1,32079,3,TECHNIQUES AND METHODS OF COUNS,M,0100PM,0445PM,WOOH 205,XIE D,,,Face to face,,3/13/2024,5/24/2024
PSYC,626,51,32411,3,TECHNIQUES AND METHODS OF COUNS,W,0530PM,0915PM,WOOH 205,CHAUVIN I,CPSY CONC ONLY,,Face to face,,3/13/2024,5/24/2024
PSYC,628C,1,32080,3,SPECIAL TOPICS IN PSYCHOLOGY,T,0100PM,0445PM,WOOH 216,XIE D,,,Face to face,,3/13/2024,5/24/2024
PSYC,643,1,32081,3,MULTIVARIATE STATISTICS,TR,1000AM,1150AM,WOOH 218,CURTIS S,,,Face to face,,3/13/2024,5/24/2024
PSYC,650A,1,32082,1,PRACTICUM IN COUNSELING PSYC,W,0100PM,0445PM,WOOH 204,XIE D,,,Face to face,,3/13/2024,5/24/2024
PSYC,650B,1,32083,2,PRACTICUM IN COUNSELING PSYC,W,0100PM,0445PM,WOOH 204,XIE D,,,Face to face,,3/13/2024,5/24/2024
PSYC,650C,1,32084,3,PRACTICUM IN COUNSELING PSYC,W,0100PM,0445PM,WOOH 204,XIE D,,,Face to face,,3/13/2024,5/24/2024
PSYC,651A,51,32085,1,ADV'D PRACTICUM COUNSELING PSYC,T,0530PM,0915PM,WOOH 206,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,651B,51,32086,2,ADV'D PRACTICUM COUNSELING PSYC,T,0530PM,0915PM,WOOH 206,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,651C,51,32087,3,ADV'D PRACTICUM COUNSELING PSYC,T,0530PM,0915PM,WOOH 206,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,652A,1,32088,1,FLD PLACE IN PRACTICUM SETTING,TBA,,,,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,652B,1,32089,2,FLD PLACE IN PRACTICUM SETTING,TBA,,,,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,652C,1,32090,3,FLD PLACE IN PRACTICUM SETTING,TBA,,,,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,660A,1,32091,1,DISSERTATION RESEARCH,TBA,,,,TOADDY S,,,Face to face,,3/13/2024,5/24/2024
PSYC,660B,1,32092,2,DISSERTATION RESEARCH,TBA,,,,TOADDY S,,,Face to face,,3/13/2024,5/24/2024
PSYC,660C,1,32093,3,DISSERTATION RESEARCH,TBA,,,,TOADDY S,,,Face to face,,3/13/2024,5/24/2024
PSYC,685,1,32094,0,COMP EXAM IN COUNSELING PSYC,TBA,,,,BUBOLTZ W,,,Face to face,,3/13/2024,5/24/2024
PSYC,700,1,32095,1,SEMINAR: TOPICS IN I/O PSYC,F,1100AM,1150AM,WOOH 205,TOADDY S,,,Face to face,,3/13/2024,5/24/2024
PSYC,700,2,32573,1,SEMINAR: TOPICS IN I/O PSYC,M,0300PM,0350PM,WOOH 216,SHEETS T,,,Face to face,,3/13/2024,5/24/2024
PSYC,750,1,32097,3,I/O PSYCHOLOGY PRACTICUM,W,0100PM,0445PM,,TOADDY S,,,Face to face,,3/13/2024,5/24/2024
PSYC,760,1,32412,3,ORGANIZATIONAL DEV AND CHANGE,TR,0300PM,0500PM,WOOH 218,APTER-DESSELLES,,,Face to face,,3/13/2024,5/24/2024
QA,233,1,32098,3,BASIC BUSINESS STATISTICS,TR,0200PM,0350PM,COBB 219,MESAK H,,,Face to face,,3/13/2024,5/24/2024
QA,233,2,32099,3,BASIC BUSINESS STATISTICS,MWF,1230PM,0145PM,COBB 219,FRELING R,,,Face to face,,3/13/2024,5/24/2024
READ,200,1,32103,3,READING SKILLS IMPROVEMENT,MWF,0930AM,1045AM,WOOH 207,RICKS B,,,Face to face,,3/13/2024,5/24/2024
READ,200,2,32104,3,READING SKILLS IMPROVEMENT,TR,0800AM,0950AM,WOOH 207,NAPPER L,,,Face to face,,3/13/2024,5/24/2024
READ,200,3,32105,3,READING SKILLS IMPROVEMENT,TR,1000AM,1150AM,WOOH 207,NAPPER L,,,Face to face,,3/13/2024,5/24/2024
READ,200,4,32106,3,READING SKILLS IMPROVEMENT,TR,1200PM,0150PM,WOOH 207,NAPPER L,,,Face to face,,3/13/2024,5/24/2024
SOC,201,1,32108,3,INTRODUCTION TO SOCIOLOGY,MWF,0800AM,0915AM,GTMH 105,SAVAGE B,,,Face to face,,3/13/2024,5/24/2024
SOC,201,2,32109,3,INTRODUCTION TO SOCIOLOGY,MWF,1230PM,0145PM,GTMH 105,SAVAGE B,,,Face to face,,3/13/2024,5/24/2024
SOC,365,1,32114,3,SOCIOLOGY OF DISABILITY,MWF,1100AM,1215PM,GTMH 123,SAVAGE B,,,Face to face,,3/13/2024,5/24/2024
SOC,380,1,32115,3,GENDER AND SOCIETY,MWF,0930AM,1045AM,GTMH 129,ASIEDU C,,,Face to face,,3/13/2024,5/24/2024
SOC,410,1,32116,3,FAMILY VIOLENCE,MWF,1230PM,0145PM,GTMH 123,ASIEDU C,,,Face to face,,3/13/2024,5/24/2024
SPAN,101,1,32121,3,ELEMENTARY SPANISH,MWF,0930AM,1045AM,GTMH 215,NELSON P,,,Face to face,,3/13/2024,5/24/2024
SPAN,101,2,32122,3,ELEMENTARY SPANISH,MWF,0930AM,1045AM,GTMH 201,SCHELONKA G,,,Face to face,,3/13/2024,5/24/2024
SPAN,101,3,32123,3,ELEMENTARY SPANISH,MWF,1230PM,0145PM,GTMH 201,REYNOLDS-CASE S,,,Face to face,,3/13/2024,5/24/2024
SPAN,102,1,32134,3,ELEMENTARY SPANISH,MWF,1230PM,0145PM,GTMH 203,SCHELONKA G,,,Face to face,,3/13/2024,5/24/2024
SPAN,102,2,32135,3,ELEMENTARY SPANISH,TR,1200PM,0150PM,GTMH 201,REYNOLDS-CASE S,,,Face to face,,3/13/2024,5/24/2024
SPAN,201,2,32610,3,INTERMEDIATE SPANISH,MWF,1100AM,1215PM,GTMH 201,NELSON P,,,Face to face,,3/13/2024,5/24/2024
SPAN,202,1,32621,3,INTERMEDIATE SPANISH,MWF,1100AM,1215PM,GTMH 209,NELSON P,,,Face to face,,3/13/2024,5/24/2024
SPAN,381,1,32180,3,READINGS SPANISH/AMERICAN LIT,TR,1200PM,0150PM,GTMH 215,SCHELONKA G,,,Face to face,,3/13/2024,5/24/2024
SPCH,205,1,32182,3,INTRODUCTION TO AUDIOLOGY,MWF,0200PM,0315PM,ROBH 310,MARTINEZ B,SPPY MAJORS,,Face to face,,3/13/2024,5/24/2024
SPCH,302,1,32185,3,INTRO/SPCH-HRNG SCI,TR,1200PM,0150PM,GTMH 309,FERTAL A,,,Face to face,,3/13/2024,5/24/2024
SPCH,302,2,32186,3,INTRO/SPCH-HRNG SCI,TR,1200PM,0150PM,GTMH 307,MOSS S,,,Face to face,,3/13/2024,5/24/2024
SPCH,311,1,32187,3,NEUROSCIENCE,MWF,1100AM,1215PM,GTMH 135,LEACHMAN C,SPPY MAJ ONLY,,Face to face,,3/13/2024,5/24/2024
SPCH,411,1,32188,3,DIAGNOSTIC PROCEDURES,TR,1000AM,1150AM,ROBH 115,WASHINGTON D,,,Face to face,,3/13/2024,5/24/2024
SPCH,411,2,32189,3,DIAGNOSTIC PROCEDURES,TR,1000AM,1150AM,ROBH 310,LONG E,,,Face to face,,3/13/2024,5/24/2024
SPCH,421,1,32190,2,AUDIOLOGIC OBSERVATION,TBA,,,,BRYAN M,,,Face to face,,3/13/2024,5/24/2024
SPCH,429,1,32191,1,SUPERVISED OBSERVATION,TBA,,,,LONG E,,,Face to face,,3/13/2024,5/24/2024
SPCH,447,1,32192,3,HEARING LOSS IN CHILDREN & ADULT,TR,0800AM,0950AM,WOOH 201,WATERS A,,,Face to face,,3/13/2024,5/24/2024
SPCH,507,1,32193,3,SEMINAR IN DYSPHAGIA,TR,1200PM,0150PM,ROBH 310,PHILLIPS K,,,Face to face,,3/13/2024,5/24/2024
SPCH,508A,1,32194,1,PRAC: COMMUNICATIVE DISORDERS,TBA,,,,LONG E,MOSS S,,Face to face,,3/13/2024,5/24/2024
SPCH,508B,1,32195,2,PRAC: COMMUNICATIVE DISORDERS,TBA,,,,LONG E,MOSS S,,Face to face,,3/13/2024,5/24/2024
SPCH,508B,2,32196,2,PRAC: COMMUNICATIVE DISORDERS,TBA,,,,LONG E,MOSS S,,Face to face,,3/13/2024,5/24/2024
SPCH,508B,3,32197,2,PRAC: COMMUNICATIVE DISORDERS,TBA,,,,LONG E,MOSS S,,Face to face,,3/13/2024,5/24/2024
SPCH,508C,1,32198,3,PRAC: COMMUNICATIVE DISORDERS,TBA,,,,LONG E,MOSS S,,Face to face,,3/13/2024,5/24/2024
SPCH,511,1,32199,3,LANG DISORDERS:CHILDREN:SCH AGED,W,0830AM,1230PM,ROBH 310,KNIGHT C,,,Face to face,,3/13/2024,5/24/2024
SPCH,555A,1,32200,1,EXTERNSHIP IN SPCH-LANG PATH,TBA,,,,PHILLIPS K,,,Face to face,,3/13/2024,5/24/2024
SPCH,555B,1,32201,2,EXTERNSHIP IN SPCH-LANG PATH,TBA,,,,PHILLIPS K,,,Face to face,,3/13/2024,5/24/2024
SPCH,555C,1,32202,3,EXTERNSHIP IN SPCH-LANG PATH,TBA,,,,PHILLIPS K,,,Face to face,,3/13/2024,5/24/2024
SPCH,555D,1,32203,4,EXTERNSHIP IN SPCH-LANG PATH,TBA,,,,PHILLIPS K,,,Face to face,,3/13/2024,5/24/2024
SPCH,564,1,32204,3,ADULT ACQ COGNITIVE-COMM DISORD,M,0830AM,1230PM,ROBH 310,NELLENBACH K,,,Face to face,,3/13/2024,5/24/2024
SPCH,585,1,32205,0,COMP EXAM IN SPEECH-LANG PATH,TBA,,,,PHILLIPS K,,,Face to face,,3/13/2024,5/24/2024
SPCH,589A,1,32206,1,DIR RES: AUD OR SPCH-LANG PATH,TBA,,,,PHILLIPS K,,,Face to face,,3/13/2024,5/24/2024
SPCH,641,1,32371,3,PHYS TESTS OF AUDITORY FUNCTION,MW,0800AM,0950AM,EC 144,BRYAN M,,,Face to face,,3/13/2024,5/24/2024
SPCH,649A,1,32210,1,AUDIOLOGY CLINICAL PRACTICUM,TBA,,,,BRYAN M,BRYAN M,,Face to face,,3/13/2024,5/24/2024
SPCH,649B,1,32211,2,AUDIOLOGY CLINICAL PRACTICUM,TBA,,,,BRYAN M,BRYAN M,,Face to face,,3/13/2024,5/24/2024
SPCH,649C,1,32212,3,AUDIOLOGY CLINICAL PRACTICUM,TBA,,,,BRYAN M,BRYAN M,,Face to face,,3/13/2024,5/24/2024
SPCH,650,2,32213,1,RESEARCH PROPOSAL,TBA,,,,BRYAN M,,,Face to face,,3/13/2024,5/24/2024
SPCH,652A,1,32214,1,LICENSURE AND CERTIFICATION,F,0900AM,1000AM,EC 144,BRYAN M,,,Face to face,,3/13/2024,5/24/2024
